date,total,filter,remove,ratio
2021-12-26,23,9,0,0.39
2021-12-28,16,1,0,0.06
2021-12-30,21,5,0,0.24
2022-01-02,16,6,2,0.38
2022-01-08,23,4,0,0.17
2022-01-10,19,7,0,0.37
2022-01-12,21,5,0,0.24
2022-01-14,16,5,3,0.31
2022-01-16,17,5,2,0.29
2022-01-18,29,11,0,0.38
2022-01-20,19,4,3,0.21
2022-01-22,21,8,0,0.38
2022-01-24,24,5,0,0.21
2022-01-26,24,6,0,0.25
2022-01-28,19,6,0,0.32
2022-01-30,19,7,0,0.37
2022-02-02,24,3,0,0.12
2022-02-04,27,8,0,0.3
2022-02-06,24,5,2,0.21
2022-02-08,19,2,2,0.11
2022-02-10,33,5,2,0.15
2022-02-12,29,11,0,0.38
2022-02-14,12,4,6,0.33
2022-02-16,27,6,0,0.22
2022-02-18,25,6,0,0.24
2022-02-20,29,10,0,0.34
2022-02-22,20,6,0,0.3
2022-02-26,17,4,0,0.24
2022-02-28,31,9,0,0.29
2022-03-02,23,5,0,0.22
2022-03-04,17,2,0,0.12
2022-03-06,18,7,0,0.39
2022-03-08,22,7,0,0.32
2022-03-10,31,8,0,0.26
2022-03-12,27,8,0,0.3
2022-03-14,35,9,0,0.26
2022-03-16,20,5,0,0.25
2022-03-18,24,3,0,0.12
2022-03-20,25,9,0,0.36
2022-03-22,17,6,1,0.35
2022-03-24,18,7,0,0.39
2022-03-26,22,4,0,0.18
2022-03-28,23,8,0,0.35
2022-03-30,20,3,0,0.15
2022-04-02,23,3,0,0.13
2022-04-04,48,16,0,0.33
2022-04-06,33,5,0,0.15
2022-04-08,45,11,0,0.24
2022-04-10,36,12,1,0.33
2022-04-12,40,6,0,0.15
2022-04-14,32,11,0,0.34
2022-04-16,29,9,0,0.31
2022-04-18,50,10,0,0.2
2022-04-20,31,10,0,0.32
2022-04-22,54,17,0,0.31
2022-04-24,37,7,0,0.19
2022-04-26,61,18,1,0.3
2022-04-28,39,17,0,0.44
2022-04-30,36,7,0,0.19
2022-05-02,34,14,0,0.41
2022-05-04,49,7,0,0.14
2022-05-06,37,6,1,0.16
2022-05-08,40,12,0,0.3
2022-05-10,31,7,0,0.23
2022-05-12,46,12,0,0.26
2022-05-14,33,12,0,0.36
2022-05-16,30,13,0,0.43
2022-05-18,58,11,0,0.19
2022-05-20,33,10,0,0.3
2022-05-22,40,5,0,0.12
2022-05-24,31,9,0,0.29
2022-05-26,37,12,0,0.32
2022-06-02,39,8,0,0.21
2022-06-04,35,15,0,0.43
2022-06-06,39,16,0,0.41
2022-06-08,36,10,0,0.28
2022-06-10,47,17,0,0.36
2022-06-12,46,18,0,0.39
2022-06-14,47,11,0,0.23
2022-06-16,42,16,0,0.38
2022-06-18,33,6,1,0.18
2022-06-20,28,7,0,0.25
2022-06-22,50,9,0,0.18
2022-06-24,43,13,0,0.3
2022-06-26,38,8,3,0.21
2022-06-28,44,12,4,0.27
2022-06-30,34,8,0,0.24
2022-07-02,36,6,0,0.17
2022-07-04,34,6,0,0.18
2022-07-06,41,9,0,0.22
2022-07-08,40,7,0,0.18
2022-07-10,36,11,0,0.31
2022-07-12,33,10,0,0.3
2022-07-14,30,7,0,0.23
2022-07-16,36,4,0,0.11
2022-07-18,36,10,0,0.28
2022-07-20,42,18,0,0.43
2022-07-22,52,13,0,0.25
2022-07-24,59,7,0,0.12
2022-07-26,38,11,3,0.29
2022-07-28,31,8,0,0.26
2022-07-30,45,12,0,0.27
2022-08-02,43,13,0,0.3
2022-08-04,48,15,0,0.31
2022-08-06,37,5,0,0.14
2022-08-08,48,11,0,0.23
2022-08-10,27,8,4,0.3
2022-08-12,36,6,0,0.17
2022-08-14,38,16,0,0.42
2022-08-16,34,3,0,0.09
2022-08-18,59,12,0,0.2
2022-08-20,40,15,0,0.38
2022-08-22,36,14,0,0.39
2022-08-24,44,9,3,0.2
2022-08-26,46,19,0,0.41
2022-08-28,46,6,0,0.13
2022-08-30,45,8,0,0.18
2022-09-02,53,8,4,0.15
2022-09-04,38,4,0,0.11
2022-09-06,38,7,0,0.18
2022-09-08,40,13,0,0.32
2022-09-10,49,7,0,0.14
2022-09-12,31,12,0,0.39
2022-09-14,34,8,0,0.24
2022-09-16,35,9,0,0.26
2022-09-18,45,10,0,0.22
2022-09-20,41,11,0,0.27
2022-09-22,36,7,2,0.19
2022-09-24,35,4,0,0.11
2022-09-26,34,4,4,0.12
2022-09-28,33,9,0,0.27
2022-09-30,42,12,3,0.29
2022-10-02,45,15,0,0.33
2022-10-04,35,14,6,0.4
2022-10-06,50,9,0,0.18
2022-10-08,36,14,0,0.39
2022-10-10,33,11,0,0.33
