date,total,filter,remove,ratio
2021-12-26,21,1,2,0.05
2021-12-28,13,3,3,0.23
2021-12-30,19,2,2,0.11
2022-01-02,18,1,0,0.06
2022-01-08,23,0,0,0.0
2022-01-10,19,4,0,0.21
2022-01-12,21,0,0,0.0
2022-01-14,14,2,5,0.14
2022-01-16,19,4,0,0.21
2022-01-18,29,2,0,0.07
2022-01-20,22,3,0,0.14
2022-01-22,20,4,1,0.2
2022-01-24,24,5,0,0.21
2022-01-26,20,5,4,0.25
2022-01-28,19,3,0,0.16
2022-01-30,19,0,0,0.0
2022-02-02,24,6,0,0.25
2022-02-04,27,6,0,0.22
2022-02-06,26,2,0,0.08
2022-02-08,21,2,0,0.1
2022-02-10,34,10,1,0.29
2022-02-12,28,4,1,0.14
2022-02-14,16,1,2,0.06
2022-02-16,27,2,0,0.07
2022-02-18,25,6,0,0.24
2022-02-20,29,2,0,0.07
2022-02-22,20,1,0,0.05
2022-02-26,17,4,0,0.24
2022-02-28,30,0,1,0.0
2022-03-02,23,6,0,0.26
2022-03-04,17,2,0,0.12
2022-03-06,18,3,0,0.17
2022-03-08,21,4,1,0.19
2022-03-10,31,2,0,0.06
2022-03-12,27,3,0,0.11
2022-03-14,35,3,0,0.09
2022-03-16,15,4,5,0.27
2022-03-18,24,9,0,0.38
2022-03-20,25,5,0,0.2
2022-03-22,18,1,0,0.06
2022-03-24,18,0,0,0.0
2022-03-26,22,5,0,0.23
2022-03-28,22,0,1,0.0
2022-03-30,20,2,0,0.1
2022-04-02,22,6,1,0.27
2022-04-04,48,3,0,0.06
2022-04-06,29,6,4,0.21
2022-04-08,45,11,0,0.24
2022-04-10,37,1,0,0.03
2022-04-12,40,16,0,0.4
2022-04-14,31,0,1,0.0
2022-04-16,29,3,0,0.1
2022-04-18,50,15,0,0.3
2022-04-20,31,0,0,0.0
2022-04-22,54,25,0,0.46
2022-04-24,37,9,0,0.24
2022-04-26,62,16,0,0.26
2022-04-28,39,3,0,0.08
2022-04-30,36,7,0,0.19
2022-05-02,34,8,0,0.24
2022-05-04,49,0,0,0.0
2022-05-06,38,4,0,0.11
2022-05-08,40,9,0,0.22
2022-05-10,31,0,0,0.0
2022-05-12,46,7,0,0.15
2022-05-14,33,8,0,0.24
2022-05-16,30,5,0,0.17
2022-05-18,57,14,1,0.25
2022-05-20,33,6,0,0.18
2022-05-22,40,2,0,0.05
2022-05-24,31,0,0,0.0
2022-05-26,37,0,0,0.0
2022-06-02,39,11,0,0.28
2022-06-04,35,10,0,0.29
2022-06-06,39,2,0,0.05
2022-06-08,36,6,0,0.17
2022-06-10,47,9,0,0.19
2022-06-12,46,0,0,0.0
2022-06-14,47,4,0,0.09
2022-06-16,42,3,0,0.07
2022-06-18,31,2,3,0.06
2022-06-20,28,9,0,0.32
2022-06-22,50,10,0,0.2
2022-06-24,43,10,0,0.23
2022-06-26,41,9,0,0.22
2022-06-28,48,6,0,0.12
2022-06-30,34,2,0,0.06
2022-07-02,36,1,0,0.03
2022-07-04,34,6,0,0.18
2022-07-06,41,10,0,0.24
2022-07-08,40,8,0,0.2
2022-07-10,36,7,0,0.19
2022-07-12,33,4,0,0.12
2022-07-14,30,0,0,0.0
2022-07-16,36,6,0,0.17
2022-07-18,36,1,0,0.03
2022-07-20,42,10,0,0.24
2022-07-22,52,2,0,0.04
2022-07-24,59,4,0,0.07
2022-07-26,41,0,0,0.0
2022-07-28,31,9,0,0.29
2022-07-30,45,4,0,0.09
2022-08-02,43,15,0,0.35
2022-08-04,48,2,0,0.04
2022-08-06,37,11,0,0.3
2022-08-08,48,9,0,0.19
2022-08-10,31,0,0,0.0
2022-08-12,36,7,0,0.19
2022-08-14,38,7,0,0.18
2022-08-16,34,4,0,0.12
2022-08-18,58,9,1,0.16
2022-08-20,40,6,0,0.15
2022-08-22,36,0,0,0.0
2022-08-24,46,14,1,0.3
2022-08-26,46,3,0,0.07
2022-08-28,46,4,0,0.09
2022-08-30,45,2,0,0.04
2022-09-02,57,8,0,0.14
2022-09-04,38,8,0,0.21
2022-09-06,38,2,0,0.05
2022-09-08,40,1,0,0.02
2022-09-10,49,1,0,0.02
2022-09-12,29,1,2,0.03
2022-09-14,29,6,5,0.21
2022-09-16,35,8,0,0.23
2022-09-18,45,5,0,0.11
2022-09-20,41,5,0,0.12
2022-09-22,36,7,2,0.19
2022-09-24,35,5,0,0.14
2022-09-26,34,11,4,0.32
2022-09-28,33,2,0,0.06
2022-09-30,45,2,0,0.04
2022-10-02,44,10,1,0.23
2022-10-04,41,1,0,0.02
2022-10-06,50,8,0,0.16
2022-10-08,36,0,0,0.0
2022-10-10,33,8,0,0.24
