date,total,filter,remove,ratio
2021-12-26,23,17,0,0.74
2021-12-28,10,8,6,0.8
2021-12-30,16,13,5,0.81
2022-01-02,13,10,5,0.77
2022-01-08,23,19,0,0.83
2022-01-10,19,19,0,1.0
2022-01-12,17,17,4,1.0
2022-01-14,19,19,0,1.0
2022-01-16,19,19,0,1.0
2022-01-18,29,29,0,1.0
2022-01-20,22,18,0,0.82
2022-01-22,21,18,0,0.86
2022-01-24,24,21,0,0.88
2022-01-26,24,20,0,0.83
2022-01-28,19,17,0,0.89
2022-01-30,19,16,0,0.84
2022-02-02,24,21,0,0.88
2022-02-04,27,24,0,0.89
2022-02-06,26,20,0,0.77
2022-02-08,21,18,0,0.86
2022-02-10,35,30,0,0.86
2022-02-12,29,24,0,0.83
2022-02-14,18,18,0,1.0
2022-02-16,27,23,0,0.85
2022-02-18,25,21,0,0.84
2022-02-20,29,24,0,0.83
2022-02-22,19,15,1,0.79
2022-02-26,15,12,2,0.8
2022-02-28,31,26,0,0.84
2022-03-02,23,21,0,0.91
2022-03-04,17,15,0,0.88
2022-03-06,18,15,0,0.83
2022-03-08,22,19,0,0.86
2022-03-10,31,28,0,0.9
2022-03-12,27,23,0,0.85
2022-03-14,35,29,0,0.83
2022-03-16,20,18,0,0.9
2022-03-18,24,22,0,0.92
2022-03-20,25,21,0,0.84
2022-03-22,18,14,0,0.78
2022-03-24,16,14,2,0.88
2022-03-26,22,18,0,0.82
2022-03-28,23,20,0,0.87
2022-03-30,20,17,0,0.85
2022-04-02,23,18,0,0.78
2022-04-04,48,41,0,0.85
2022-04-06,33,27,0,0.82
2022-04-08,45,38,0,0.84
2022-04-10,37,31,0,0.84
2022-04-12,36,31,4,0.86
2022-04-14,32,25,0,0.78
2022-04-16,27,22,2,0.81
2022-04-18,50,50,0,1.0
2022-04-20,31,31,0,1.0
2022-04-22,54,43,0,0.8
2022-04-24,37,31,0,0.84
2022-04-26,62,50,0,0.81
2022-04-28,39,33,0,0.85
2022-04-30,36,30,0,0.83
2022-05-02,34,27,0,0.79
2022-05-04,49,42,0,0.86
2022-05-06,38,31,0,0.82
2022-05-08,40,34,0,0.85
2022-05-10,31,28,0,0.9
2022-05-12,46,37,0,0.8
2022-05-14,33,27,0,0.82
2022-05-16,30,24,0,0.8
2022-05-18,54,43,4,0.8
2022-05-20,33,27,0,0.82
2022-05-22,37,37,3,1.0
2022-05-24,29,29,2,1.0
2022-05-26,37,31,0,0.84
2022-06-02,39,33,0,0.85
2022-06-04,35,30,0,0.86
2022-06-06,39,31,0,0.79
2022-06-08,36,31,0,0.86
2022-06-10,46,41,1,0.89
2022-06-12,45,39,1,0.87
2022-06-14,47,40,0,0.85
2022-06-16,42,37,0,0.88
2022-06-18,34,29,0,0.85
2022-06-20,28,24,0,0.86
2022-06-22,50,41,0,0.82
2022-06-24,43,36,0,0.84
2022-06-26,41,33,0,0.8
2022-06-28,48,44,0,0.92
2022-06-30,33,28,1,0.85
2022-07-02,34,26,2,0.76
2022-07-04,31,27,3,0.87
2022-07-06,41,33,0,0.8
2022-07-08,40,34,0,0.85
2022-07-10,36,32,0,0.89
2022-07-12,33,30,0,0.91
2022-07-14,30,26,0,0.87
2022-07-16,36,31,0,0.86
2022-07-18,36,30,0,0.83
2022-07-20,42,42,0,1.0
2022-07-22,48,48,4,1.0
2022-07-24,57,57,2,1.0
2022-07-26,41,41,0,1.0
2022-07-28,31,31,0,1.0
2022-07-30,45,40,0,0.89
2022-08-02,41,33,2,0.8
2022-08-04,48,43,0,0.9
2022-08-06,37,31,0,0.84
2022-08-08,48,43,0,0.9
2022-08-10,31,25,0,0.81
2022-08-12,36,28,0,0.78
2022-08-14,37,29,1,0.78
2022-08-16,34,29,0,0.85
2022-08-18,59,45,0,0.76
2022-08-20,37,32,3,0.86
2022-08-22,36,33,0,0.92
2022-08-24,47,40,0,0.85
2022-08-26,46,37,0,0.8
2022-08-28,46,35,0,0.76
2022-08-30,45,39,0,0.87
2022-09-02,57,50,0,0.88
2022-09-04,38,32,0,0.84
2022-09-06,38,31,0,0.82
2022-09-08,37,32,3,0.86
2022-09-10,46,38,3,0.83
2022-09-12,31,27,0,0.87
2022-09-14,34,29,0,0.85
2022-09-16,35,28,0,0.8
2022-09-18,45,36,0,0.8
2022-09-20,41,36,0,0.88
2022-09-22,38,33,0,0.87
2022-09-24,35,28,0,0.8
2022-09-26,34,28,4,0.82
2022-09-28,33,29,0,0.88
2022-09-30,45,41,0,0.91
2022-10-02,45,37,0,0.82
2022-10-04,40,33,1,0.82
2022-10-06,50,45,0,0.9
2022-10-08,36,36,0,1.0
2022-10-10,33,26,0,0.79
