date,total,filter,remove,ratio
2021-12-26,22,13,1,0.59
2021-12-28,15,9,1,0.6
2021-12-30,21,13,0,0.62
2022-01-02,12,8,6,0.67
2022-01-08,20,15,3,0.75
2022-01-10,19,11,0,0.58
2022-01-12,19,11,2,0.58
2022-01-14,19,14,0,0.74
2022-01-16,19,10,0,0.53
2022-01-18,29,25,0,0.86
2022-01-20,22,11,0,0.5
2022-01-22,21,14,0,0.67
2022-01-24,24,17,0,0.71
2022-01-26,24,13,0,0.54
2022-01-28,19,12,0,0.63
2022-01-30,17,11,2,0.65
2022-02-02,24,16,0,0.67
2022-02-04,27,19,0,0.7
2022-02-06,26,14,0,0.54
2022-02-08,21,13,0,0.62
2022-02-10,35,28,0,0.8
2022-02-12,29,14,0,0.48
2022-02-14,15,12,3,0.8
2022-02-16,27,16,0,0.59
2022-02-18,25,17,0,0.68
2022-02-20,29,20,0,0.69
2022-02-22,20,12,0,0.6
2022-02-26,17,10,0,0.59
2022-02-28,31,20,0,0.65
2022-03-02,23,15,0,0.65
2022-03-04,17,10,0,0.59
2022-03-06,17,12,1,0.71
2022-03-08,22,15,0,0.68
2022-03-10,31,22,0,0.71
2022-03-12,27,13,0,0.48
2022-03-14,35,27,0,0.77
2022-03-16,20,11,0,0.55
2022-03-18,24,19,0,0.79
2022-03-20,25,12,0,0.48
2022-03-22,17,8,1,0.47
2022-03-24,15,11,3,0.73
2022-03-26,22,11,0,0.5
2022-03-28,23,12,0,0.52
2022-03-30,20,13,0,0.65
2022-04-02,22,12,1,0.55
2022-04-04,48,39,0,0.81
2022-04-06,33,19,0,0.58
2022-04-08,45,21,0,0.47
2022-04-10,37,19,0,0.51
2022-04-12,40,18,0,0.45
2022-04-14,32,21,0,0.66
2022-04-16,29,24,0,0.83
2022-04-18,49,36,1,0.73
2022-04-20,31,16,0,0.52
2022-04-22,54,41,0,0.76
2022-04-24,37,25,0,0.68
2022-04-26,62,51,0,0.82
2022-04-28,39,22,0,0.56
2022-04-30,36,25,0,0.69
2022-05-02,34,20,0,0.59
2022-05-04,47,20,2,0.43
2022-05-06,38,26,0,0.68
2022-05-08,40,31,0,0.78
2022-05-10,31,22,0,0.71
2022-05-12,46,26,0,0.57
2022-05-14,33,24,0,0.73
2022-05-16,30,22,0,0.73
2022-05-18,56,38,2,0.68
2022-05-20,28,13,5,0.46
2022-05-22,40,26,0,0.65
2022-05-24,31,14,0,0.45
2022-05-26,37,28,0,0.76
2022-06-02,39,29,0,0.74
2022-06-04,35,30,0,0.86
2022-06-06,39,29,0,0.74
2022-06-08,36,17,0,0.47
2022-06-10,47,28,0,0.6
2022-06-12,46,36,0,0.78
2022-06-14,47,27,0,0.57
2022-06-16,40,17,2,0.42
2022-06-18,34,18,0,0.53
2022-06-20,28,15,0,0.54
2022-06-22,50,26,0,0.52
2022-06-24,43,35,0,0.81
2022-06-26,41,32,0,0.78
2022-06-28,48,26,0,0.54
2022-06-30,34,22,0,0.65
2022-07-02,36,14,0,0.39
2022-07-04,34,22,0,0.65
2022-07-06,41,21,0,0.51
2022-07-08,40,25,0,0.62
2022-07-10,36,23,0,0.64
2022-07-12,33,16,0,0.48
2022-07-14,30,19,0,0.63
2022-07-16,36,24,0,0.67
2022-07-18,36,31,0,0.86
2022-07-20,42,32,0,0.76
2022-07-22,52,41,0,0.79
2022-07-24,59,40,0,0.68
2022-07-26,41,21,0,0.51
2022-07-28,31,14,0,0.45
2022-07-30,45,36,0,0.8
2022-08-02,43,36,0,0.84
2022-08-04,48,27,0,0.56
2022-08-06,37,25,0,0.68
2022-08-08,48,37,0,0.77
2022-08-10,31,27,0,0.87
2022-08-12,36,24,0,0.67
2022-08-14,37,29,1,0.78
2022-08-16,34,21,0,0.62
2022-08-18,59,35,0,0.59
2022-08-20,40,22,0,0.55
2022-08-22,36,28,0,0.78
2022-08-24,47,38,0,0.81
2022-08-26,43,27,3,0.63
2022-08-28,46,29,0,0.63
2022-08-30,45,34,0,0.76
2022-09-02,57,32,0,0.56
2022-09-04,38,26,0,0.68
2022-09-06,38,29,0,0.76
2022-09-08,40,33,0,0.82
2022-09-10,46,35,3,0.76
2022-09-12,31,22,0,0.71
2022-09-14,34,29,0,0.85
2022-09-16,35,19,0,0.54
2022-09-18,45,32,0,0.71
2022-09-20,41,34,0,0.83
2022-09-22,38,24,0,0.63
2022-09-24,35,20,0,0.57
2022-09-26,38,27,0,0.71
2022-09-28,30,25,3,0.83
2022-09-30,45,25,0,0.56
2022-10-02,45,28,0,0.62
2022-10-04,41,27,0,0.66
2022-10-06,50,33,0,0.66
2022-10-08,36,20,0,0.56
2022-10-10,30,21,3,0.7
