date,total,filter,remove,ratio
2021-12-26,23,14,0,0.61
2021-12-28,16,6,0,0.38
2021-12-30,21,10,0,0.48
2022-01-02,18,8,0,0.44
2022-01-08,23,16,0,0.7
2022-01-10,19,9,0,0.47
2022-01-12,21,12,0,0.57
2022-01-14,15,7,4,0.47
2022-01-16,19,9,0,0.47
2022-01-18,29,23,0,0.79
2022-01-20,22,12,0,0.55
2022-01-22,21,10,0,0.48
2022-01-24,24,17,0,0.71
2022-01-26,24,10,0,0.42
2022-01-28,19,10,0,0.53
2022-01-30,17,8,2,0.47
2022-02-02,24,11,0,0.46
2022-02-04,23,11,4,0.48
2022-02-06,26,15,0,0.58
2022-02-08,21,12,0,0.57
2022-02-10,35,17,0,0.49
2022-02-12,29,11,0,0.38
2022-02-14,18,8,0,0.44
2022-02-16,25,17,2,0.68
2022-02-18,25,13,0,0.52
2022-02-20,29,20,0,0.69
2022-02-22,20,7,0,0.35
2022-02-26,17,11,0,0.65
2022-02-28,31,22,0,0.71
2022-03-02,20,13,3,0.65
2022-03-04,16,9,1,0.56
2022-03-06,18,13,0,0.72
2022-03-08,22,10,0,0.45
2022-03-10,28,14,3,0.5
2022-03-12,27,15,0,0.56
2022-03-14,32,21,3,0.66
2022-03-16,20,9,0,0.45
2022-03-18,24,16,0,0.67
2022-03-20,25,17,0,0.68
2022-03-22,18,8,0,0.44
2022-03-24,18,7,0,0.39
2022-03-26,22,12,0,0.55
2022-03-28,23,13,0,0.57
2022-03-30,20,12,0,0.6
2022-04-02,23,18,0,0.78
2022-04-04,48,27,0,0.56
2022-04-06,33,19,0,0.58
2022-04-08,44,30,1,0.68
2022-04-10,37,19,0,0.51
2022-04-12,40,25,0,0.62
2022-04-14,32,18,0,0.56
2022-04-16,25,19,4,0.76
2022-04-18,46,24,4,0.52
2022-04-20,31,22,0,0.71
2022-04-22,54,23,0,0.43
2022-04-24,37,24,0,0.65
2022-04-26,62,30,0,0.48
2022-04-28,39,26,0,0.67
2022-04-30,36,17,0,0.47
2022-05-02,32,13,2,0.41
2022-05-04,46,22,3,0.48
2022-05-06,38,18,0,0.47
2022-05-08,40,22,0,0.55
2022-05-10,31,22,0,0.71
2022-05-12,46,33,0,0.72
2022-05-14,33,21,0,0.64
2022-05-16,30,21,0,0.7
2022-05-18,58,41,0,0.71
2022-05-20,33,17,0,0.52
2022-05-22,40,23,0,0.57
2022-05-24,28,20,3,0.71
2022-05-26,37,15,0,0.41
2022-06-02,39,21,0,0.54
2022-06-04,35,21,0,0.6
2022-06-06,39,21,0,0.54
2022-06-08,36,15,0,0.42
2022-06-10,47,21,0,0.45
2022-06-12,46,30,0,0.65
2022-06-14,47,31,0,0.66
2022-06-16,42,29,0,0.69
2022-06-18,34,23,0,0.68
2022-06-20,28,18,0,0.64
2022-06-22,50,36,0,0.72
2022-06-24,43,16,0,0.37
2022-06-26,41,26,0,0.63
2022-06-28,48,32,0,0.67
2022-06-30,34,25,0,0.74
2022-07-02,36,16,0,0.44
2022-07-04,34,20,0,0.59
2022-07-06,41,30,0,0.73
2022-07-08,40,19,0,0.48
2022-07-10,36,25,0,0.69
2022-07-12,31,22,2,0.71
2022-07-14,30,16,0,0.53
2022-07-16,35,26,1,0.74
2022-07-18,36,18,0,0.5
2022-07-20,42,26,0,0.62
2022-07-22,52,38,0,0.73
2022-07-24,59,27,0,0.46
2022-07-26,41,21,0,0.51
2022-07-28,31,14,0,0.45
2022-07-30,45,20,0,0.44
2022-08-02,43,18,0,0.42
2022-08-04,48,37,0,0.77
2022-08-06,37,23,0,0.62
2022-08-08,48,17,0,0.35
2022-08-10,31,21,0,0.68
2022-08-12,34,18,2,0.53
2022-08-14,36,22,2,0.61
2022-08-16,34,19,0,0.56
2022-08-18,59,23,0,0.39
2022-08-20,40,15,0,0.38
2022-08-22,36,12,0,0.33
2022-08-24,41,22,6,0.54
2022-08-26,46,27,0,0.59
2022-08-28,46,24,0,0.52
2022-08-30,45,18,0,0.4
2022-09-02,55,41,2,0.75
2022-09-04,38,20,0,0.53
2022-09-06,38,23,0,0.61
2022-09-08,38,21,2,0.55
2022-09-10,48,34,1,0.71
2022-09-12,31,16,0,0.52
2022-09-14,34,25,0,0.74
2022-09-16,35,20,0,0.57
2022-09-18,45,23,0,0.51
2022-09-20,37,27,4,0.73
2022-09-22,38,27,0,0.71
2022-09-24,35,14,0,0.4
2022-09-26,38,20,0,0.53
2022-09-28,33,22,0,0.67
2022-09-30,45,22,0,0.49
2022-10-02,45,34,0,0.76
2022-10-04,41,28,0,0.68
2022-10-06,50,31,0,0.62
2022-10-08,36,15,0,0.42
2022-10-10,33,22,0,0.67
