date,total,filter,remove,ratio
2021-12-26,23,12,0,0.52
2021-12-28,16,7,0,0.44
2021-12-30,21,4,0,0.19
2022-01-02,18,6,0,0.33
2022-01-08,23,5,0,0.22
2022-01-10,19,4,0,0.21
2022-01-12,21,3,0,0.14
2022-01-14,19,3,0,0.16
2022-01-16,19,9,0,0.47
2022-01-18,28,6,1,0.21
2022-01-20,22,9,0,0.41
2022-01-22,21,12,0,0.57
2022-01-24,22,12,2,0.55
2022-01-26,24,12,0,0.5
2022-01-28,17,13,2,0.76
2022-01-30,19,10,0,0.53
2022-02-02,24,11,0,0.46
2022-02-04,27,4,0,0.15
2022-02-06,23,14,3,0.61
2022-02-08,19,9,2,0.47
2022-02-10,35,15,0,0.43
2022-02-12,29,10,0,0.34
2022-02-14,18,3,0,0.17
2022-02-16,27,10,0,0.37
2022-02-18,25,8,0,0.32
2022-02-20,29,8,0,0.28
2022-02-22,20,16,0,0.8
2022-02-26,17,6,0,0.35
2022-02-28,31,11,0,0.35
2022-03-02,23,19,0,0.83
2022-03-04,17,4,0,0.24
2022-03-06,18,5,0,0.28
2022-03-08,21,4,1,0.19
2022-03-10,31,13,0,0.42
2022-03-12,27,10,0,0.37
2022-03-14,35,19,0,0.54
2022-03-16,20,11,0,0.55
2022-03-18,24,8,0,0.33
2022-03-20,25,9,0,0.36
2022-03-22,18,7,0,0.39
2022-03-24,17,4,1,0.24
2022-03-26,22,9,0,0.41
2022-03-28,23,11,0,0.48
2022-03-30,20,12,0,0.6
2022-04-02,23,6,0,0.26
2022-04-04,48,18,0,0.38
2022-04-06,33,9,0,0.27
2022-04-08,45,10,0,0.22
2022-04-10,37,17,0,0.46
2022-04-12,38,8,2,0.21
2022-04-14,32,16,0,0.5
2022-04-16,29,15,0,0.52
2022-04-18,50,14,0,0.28
2022-04-20,31,7,0,0.23
2022-04-22,54,25,0,0.46
2022-04-24,37,7,0,0.19
2022-04-26,62,14,0,0.23
2022-04-28,37,16,2,0.43
2022-04-30,36,11,0,0.31
2022-05-02,34,8,0,0.24
2022-05-04,49,17,0,0.35
2022-05-06,38,14,0,0.37
2022-05-08,40,17,0,0.42
2022-05-10,31,11,0,0.35
2022-05-12,46,8,0,0.17
2022-05-14,33,18,0,0.55
2022-05-16,30,17,0,0.57
2022-05-18,58,11,0,0.19
2022-05-20,32,16,1,0.5
2022-05-22,40,20,0,0.5
2022-05-24,31,10,0,0.32
2022-05-26,37,16,0,0.43
2022-06-02,39,18,0,0.46
2022-06-04,35,11,0,0.31
2022-06-06,39,10,0,0.26
2022-06-08,36,17,0,0.47
2022-06-10,47,11,0,0.23
2022-06-12,46,21,0,0.46
2022-06-14,47,25,0,0.53
2022-06-16,42,19,0,0.45
2022-06-18,34,16,0,0.47
2022-06-20,27,21,1,0.78
2022-06-22,50,22,0,0.44
2022-06-24,43,23,0,0.53
2022-06-26,41,18,0,0.44
2022-06-28,46,24,2,0.52
2022-06-30,34,12,0,0.35
2022-07-02,32,21,4,0.66
2022-07-04,34,11,0,0.32
2022-07-06,41,16,0,0.39
2022-07-08,40,6,0,0.15
2022-07-10,36,18,0,0.5
2022-07-12,33,8,0,0.24
2022-07-14,30,12,0,0.4
2022-07-16,36,26,0,0.72
2022-07-18,33,16,3,0.48
2022-07-20,42,18,0,0.43
2022-07-22,52,10,0,0.19
2022-07-24,56,19,3,0.34
2022-07-26,41,11,0,0.27
2022-07-28,30,6,1,0.2
2022-07-30,40,18,5,0.45
2022-08-02,40,5,3,0.12
2022-08-04,46,18,2,0.39
2022-08-06,37,18,0,0.49
2022-08-08,48,12,0,0.25
2022-08-10,31,6,0,0.19
2022-08-12,35,19,1,0.54
2022-08-14,38,21,0,0.55
2022-08-16,34,14,0,0.41
2022-08-18,59,37,0,0.63
2022-08-20,40,11,0,0.28
2022-08-22,36,16,0,0.44
2022-08-24,47,26,0,0.55
2022-08-26,46,17,0,0.37
2022-08-28,46,21,0,0.46
2022-08-30,45,23,0,0.51
2022-09-02,57,16,0,0.28
2022-09-04,38,22,0,0.58
2022-09-06,38,12,0,0.32
2022-09-08,40,12,0,0.3
2022-09-10,49,22,0,0.45
2022-09-12,31,12,0,0.39
2022-09-14,34,8,0,0.24
2022-09-16,34,12,1,0.35
2022-09-18,45,14,0,0.31
2022-09-20,41,16,0,0.39
2022-09-22,37,16,1,0.43
2022-09-24,35,18,0,0.51
2022-09-26,38,15,0,0.39
2022-09-28,29,10,4,0.34
2022-09-30,44,10,1,0.23
2022-10-02,45,22,0,0.49
2022-10-04,41,22,0,0.54
2022-10-06,50,13,0,0.26
2022-10-08,36,14,0,0.39
2022-10-10,31,11,2,0.35
