date,total,filter,remove,ratio
2021-12-26,23,8,0,0.35
2021-12-28,16,7,0,0.44
2021-12-30,21,3,0,0.14
2022-01-02,12,4,6,0.33
2022-01-08,23,6,0,0.26
2022-01-10,19,10,0,0.53
2022-01-12,21,9,0,0.43
2022-01-14,19,4,0,0.21
2022-01-16,19,5,0,0.26
2022-01-18,29,5,0,0.17
2022-01-20,22,5,0,0.23
2022-01-22,21,4,0,0.19
2022-01-24,19,2,5,0.11
2022-01-26,24,7,0,0.29
2022-01-28,19,3,0,0.16
2022-01-30,19,7,0,0.37
2022-02-02,24,3,0,0.12
2022-02-04,27,13,0,0.48
2022-02-06,26,12,0,0.46
2022-02-08,20,7,1,0.35
2022-02-10,30,13,5,0.43
2022-02-12,27,5,2,0.19
2022-02-14,15,6,3,0.4
2022-02-16,24,5,3,0.21
2022-02-18,25,6,0,0.24
2022-02-20,29,11,0,0.38
2022-02-22,20,9,0,0.45
2022-02-26,17,5,0,0.29
2022-02-28,28,2,3,0.07
2022-03-02,23,5,0,0.22
2022-03-04,17,1,0,0.06
2022-03-06,18,2,0,0.11
2022-03-08,22,5,0,0.23
2022-03-10,31,12,0,0.39
2022-03-12,22,3,5,0.14
2022-03-14,32,15,3,0.47
2022-03-16,20,0,0,0.0
2022-03-18,24,10,0,0.42
2022-03-20,22,5,3,0.23
2022-03-22,18,1,0,0.06
2022-03-24,15,2,3,0.13
2022-03-26,22,8,0,0.36
2022-03-28,23,11,0,0.48
2022-03-30,20,11,0,0.55
2022-04-02,23,4,0,0.17
2022-04-04,48,19,0,0.4
2022-04-06,33,16,0,0.48
2022-04-08,45,4,0,0.09
2022-04-10,37,8,0,0.22
2022-04-12,40,29,0,0.72
2022-04-14,26,9,6,0.35
2022-04-16,26,8,3,0.31
2022-04-18,50,10,0,0.2
2022-04-20,31,6,0,0.19
2022-04-22,54,6,0,0.11
2022-04-24,37,5,0,0.14
2022-04-26,62,6,0,0.1
2022-04-28,39,12,0,0.31
2022-04-30,36,14,0,0.39
2022-05-02,34,16,0,0.47
2022-05-04,49,8,0,0.16
2022-05-06,38,6,0,0.16
2022-05-08,40,15,0,0.38
2022-05-10,31,25,0,0.81
2022-05-12,46,9,0,0.2
2022-05-14,33,13,0,0.39
2022-05-16,30,8,0,0.27
2022-05-18,58,12,0,0.21
2022-05-20,33,8,0,0.24
2022-05-22,40,6,0,0.15
2022-05-24,28,8,3,0.29
2022-05-26,37,9,0,0.24
2022-06-02,39,4,0,0.1
2022-06-04,35,10,0,0.29
2022-06-06,39,33,0,0.85
2022-06-08,36,3,0,0.08
2022-06-10,47,14,0,0.3
2022-06-12,46,6,0,0.13
2022-06-14,45,12,2,0.27
2022-06-16,42,9,0,0.21
2022-06-18,34,6,0,0.18
2022-06-20,28,12,0,0.43
2022-06-22,50,32,0,0.64
2022-06-24,42,16,1,0.38
2022-06-26,41,16,0,0.39
2022-06-28,44,12,4,0.27
2022-06-30,34,8,0,0.24
2022-07-02,36,17,0,0.47
2022-07-04,34,21,0,0.62
2022-07-06,41,14,0,0.34
2022-07-08,40,15,0,0.38
2022-07-10,36,13,0,0.36
2022-07-12,32,6,1,0.19
2022-07-14,30,13,0,0.43
2022-07-16,36,17,0,0.47
2022-07-18,36,19,0,0.53
2022-07-20,40,9,2,0.22
2022-07-22,52,27,0,0.52
2022-07-24,59,9,0,0.15
2022-07-26,41,4,0,0.1
2022-07-28,31,7,0,0.23
2022-07-30,45,15,0,0.33
2022-08-02,43,16,0,0.37
2022-08-04,45,11,3,0.24
2022-08-06,37,5,0,0.14
2022-08-08,48,26,0,0.54
2022-08-10,31,9,0,0.29
2022-08-12,36,6,0,0.17
2022-08-14,38,8,0,0.21
2022-08-16,34,9,0,0.26
2022-08-18,59,12,0,0.2
2022-08-20,40,9,0,0.22
2022-08-22,35,12,1,0.34
2022-08-24,47,18,0,0.38
2022-08-26,46,19,0,0.41
2022-08-28,45,4,1,0.09
2022-08-30,45,19,0,0.42
2022-09-02,57,22,0,0.39
2022-09-04,36,17,2,0.47
2022-09-06,38,16,0,0.42
2022-09-08,40,16,0,0.4
2022-09-10,49,22,0,0.45
2022-09-12,31,8,0,0.26
2022-09-14,34,12,0,0.35
2022-09-16,35,14,0,0.4
2022-09-18,45,5,0,0.11
2022-09-20,41,19,0,0.46
2022-09-22,38,5,0,0.13
2022-09-24,35,8,0,0.23
2022-09-26,38,9,0,0.24
2022-09-28,33,10,0,0.3
2022-09-30,45,9,0,0.2
2022-10-02,45,12,0,0.27
2022-10-04,41,21,0,0.51
2022-10-06,50,11,0,0.22
2022-10-08,36,9,0,0.25
2022-10-10,33,20,0,0.61
