date,total,filter,remove,ratio
2021-12-26,23,12,0,0.52
2021-12-28,12,6,4,0.5
2021-12-30,21,13,0,0.62
2022-01-02,18,7,0,0.39
2022-01-08,17,13,6,0.76
2022-01-10,19,11,0,0.58
2022-01-12,18,11,3,0.61
2022-01-14,14,10,5,0.71
2022-01-16,19,9,0,0.47
2022-01-18,28,19,1,0.68
2022-01-20,22,14,0,0.64
2022-01-22,21,8,0,0.38
2022-01-24,24,12,0,0.5
2022-01-26,24,9,0,0.38
2022-01-28,19,14,0,0.74
2022-01-30,15,7,4,0.47
2022-02-02,24,8,0,0.33
2022-02-04,25,17,2,0.68
2022-02-06,26,16,0,0.62
2022-02-08,21,14,0,0.67
2022-02-10,35,22,0,0.63
2022-02-12,29,14,0,0.48
2022-02-14,18,7,0,0.39
2022-02-16,27,18,0,0.67
2022-02-18,25,16,0,0.64
2022-02-20,25,10,4,0.4
2022-02-22,20,7,0,0.35
2022-02-26,17,11,0,0.65
2022-02-28,31,21,0,0.68
2022-03-02,23,18,0,0.78
2022-03-04,17,8,0,0.47
2022-03-06,18,13,0,0.72
2022-03-08,22,9,0,0.41
2022-03-10,31,15,0,0.48
2022-03-12,27,12,0,0.44
2022-03-14,35,21,0,0.6
2022-03-16,20,15,0,0.75
2022-03-18,24,14,0,0.58
2022-03-20,25,11,0,0.44
2022-03-22,18,14,0,0.78
2022-03-24,18,12,0,0.67
2022-03-26,22,12,0,0.55
2022-03-28,23,15,0,0.65
2022-03-30,20,7,0,0.35
2022-04-02,19,9,4,0.47
2022-04-04,48,22,0,0.46
2022-04-06,33,21,0,0.64
2022-04-08,45,17,0,0.38
2022-04-10,37,20,0,0.54
2022-04-12,39,15,1,0.38
2022-04-14,32,18,0,0.56
2022-04-16,29,21,0,0.72
2022-04-18,50,29,0,0.58
2022-04-20,31,17,0,0.55
2022-04-22,54,38,0,0.7
2022-04-24,37,26,0,0.7
2022-04-26,62,25,0,0.4
2022-04-28,39,27,0,0.69
2022-04-30,34,17,2,0.5
2022-05-02,34,19,0,0.56
2022-05-04,49,27,0,0.55
2022-05-06,38,22,0,0.58
2022-05-08,40,25,0,0.62
2022-05-10,31,17,0,0.55
2022-05-12,44,25,2,0.57
2022-05-14,33,20,0,0.61
2022-05-16,25,13,5,0.52
2022-05-18,58,25,0,0.43
2022-05-20,33,20,0,0.61
2022-05-22,36,24,4,0.67
2022-05-24,31,24,0,0.77
2022-05-26,37,20,0,0.54
2022-06-02,39,14,0,0.36
2022-06-04,35,23,0,0.66
2022-06-06,39,18,0,0.46
2022-06-08,36,28,0,0.78
2022-06-10,46,35,1,0.76
2022-06-12,46,16,0,0.35
2022-06-14,47,24,0,0.51
2022-06-16,42,21,0,0.5
2022-06-18,34,14,0,0.41
2022-06-20,28,13,0,0.46
2022-06-22,50,25,0,0.5
2022-06-24,43,29,0,0.67
2022-06-26,41,23,0,0.56
2022-06-28,48,31,0,0.65
2022-06-30,33,12,1,0.36
2022-07-02,36,16,0,0.44
2022-07-04,34,17,0,0.5
2022-07-06,41,18,0,0.44
2022-07-08,40,16,0,0.4
2022-07-10,36,23,0,0.64
2022-07-12,33,24,0,0.73
2022-07-14,30,11,0,0.37
2022-07-16,36,14,0,0.39
2022-07-18,34,14,2,0.41
2022-07-20,42,30,0,0.71
2022-07-22,51,34,1,0.67
2022-07-24,59,25,0,0.42
2022-07-26,41,23,0,0.56
2022-07-28,31,17,0,0.55
2022-07-30,45,33,0,0.73
2022-08-02,37,23,6,0.62
2022-08-04,48,37,0,0.77
2022-08-06,32,16,5,0.5
2022-08-08,48,24,0,0.5
2022-08-10,31,17,0,0.55
2022-08-12,36,18,0,0.5
2022-08-14,38,14,0,0.37
2022-08-16,34,22,0,0.65
2022-08-18,59,38,0,0.64
2022-08-20,40,27,0,0.68
2022-08-22,36,15,0,0.42
2022-08-24,43,24,4,0.56
2022-08-26,46,30,0,0.65
2022-08-28,46,35,0,0.76
2022-08-30,45,33,0,0.73
2022-09-02,57,28,0,0.49
2022-09-04,38,29,0,0.76
2022-09-06,38,25,0,0.66
2022-09-08,40,26,0,0.65
2022-09-10,49,25,0,0.51
2022-09-12,31,21,0,0.68
2022-09-14,34,18,0,0.53
2022-09-16,35,20,0,0.57
2022-09-18,45,19,0,0.42
2022-09-20,41,23,0,0.56
2022-09-22,37,17,1,0.46
2022-09-24,35,14,0,0.4
2022-09-26,38,18,0,0.47
2022-09-28,33,17,0,0.52
2022-09-30,45,20,0,0.44
2022-10-02,45,22,0,0.49
2022-10-04,41,18,0,0.44
2022-10-06,50,31,0,0.62
2022-10-08,36,22,0,0.61
2022-10-10,33,19,0,0.58
