date,total,filter,remove,ratio
2021-12-26,22,6,1,0.27
2021-12-28,16,4,0,0.25
2021-12-30,21,7,0,0.33
2022-01-02,18,5,0,0.28
2022-01-08,21,8,2,0.38
2022-01-10,19,8,0,0.42
2022-01-12,21,10,0,0.48
2022-01-14,19,6,0,0.32
2022-01-16,19,3,0,0.16
2022-01-18,29,8,0,0.28
2022-01-20,22,7,0,0.32
2022-01-22,21,5,0,0.24
2022-01-24,22,5,2,0.23
2022-01-26,24,4,0,0.17
2022-01-28,19,8,0,0.42
2022-01-30,19,8,0,0.42
2022-02-02,21,5,3,0.24
2022-02-04,22,9,5,0.41
2022-02-06,26,6,0,0.23
2022-02-08,21,6,0,0.29
2022-02-10,31,9,4,0.29
2022-02-12,29,10,0,0.34
2022-02-14,18,8,0,0.44
2022-02-16,27,11,0,0.41
2022-02-18,25,11,0,0.44
2022-02-20,29,12,0,0.41
2022-02-22,20,7,0,0.35
2022-02-26,15,4,2,0.27
2022-02-28,31,12,0,0.39
2022-03-02,23,10,0,0.43
2022-03-04,16,5,1,0.31
2022-03-06,18,6,0,0.33
2022-03-08,22,8,0,0.36
2022-03-10,31,10,0,0.32
2022-03-12,27,11,0,0.41
2022-03-14,35,15,0,0.43
2022-03-16,19,4,1,0.21
2022-03-18,24,5,0,0.21
2022-03-20,25,7,0,0.28
2022-03-22,18,5,0,0.28
2022-03-24,18,7,0,0.39
2022-03-26,22,4,0,0.18
2022-03-28,23,5,0,0.22
2022-03-30,20,6,0,0.3
2022-04-02,23,10,0,0.43
2022-04-04,48,24,0,0.5
2022-04-06,33,8,0,0.24
2022-04-08,45,10,0,0.22
2022-04-10,37,14,0,0.38
2022-04-12,40,10,0,0.25
2022-04-14,32,8,0,0.25
2022-04-16,29,13,0,0.45
2022-04-18,50,18,0,0.36
2022-04-20,31,9,0,0.29
2022-04-22,53,17,1,0.32
2022-04-24,37,9,0,0.24
2022-04-26,62,13,0,0.21
2022-04-28,39,9,0,0.23
2022-04-30,36,13,0,0.36
2022-05-02,34,13,0,0.38
2022-05-04,49,9,0,0.18
2022-05-06,38,13,0,0.34
2022-05-08,40,12,0,0.3
2022-05-10,28,10,3,0.36
2022-05-12,46,20,0,0.43
2022-05-14,33,9,0,0.27
2022-05-16,30,10,0,0.33
2022-05-18,53,18,5,0.34
2022-05-20,33,9,0,0.27
2022-05-22,40,11,0,0.28
2022-05-24,31,13,0,0.42
2022-05-26,37,15,0,0.41
2022-06-02,38,12,1,0.32
2022-06-04,35,16,0,0.46
2022-06-06,39,14,0,0.36
2022-06-08,36,11,0,0.31
2022-06-10,47,10,0,0.21
2022-06-12,46,15,0,0.33
2022-06-14,47,19,0,0.4
2022-06-16,42,12,0,0.29
2022-06-18,34,11,0,0.32
2022-06-20,28,10,0,0.36
2022-06-22,50,25,0,0.5
2022-06-24,43,20,0,0.47
2022-06-26,41,14,0,0.34
2022-06-28,48,15,0,0.31
2022-06-30,34,15,0,0.44
2022-07-02,36,15,0,0.42
2022-07-04,34,6,0,0.18
2022-07-06,41,12,0,0.29
2022-07-08,40,8,0,0.2
2022-07-10,36,16,0,0.44
2022-07-12,33,15,0,0.45
2022-07-14,30,9,0,0.3
2022-07-16,36,13,0,0.36
2022-07-18,33,16,3,0.48
2022-07-20,42,20,0,0.48
2022-07-22,52,16,0,0.31
2022-07-24,57,24,2,0.42
2022-07-26,41,13,0,0.32
2022-07-28,31,10,0,0.32
2022-07-30,45,20,0,0.44
2022-08-02,43,13,0,0.3
2022-08-04,48,15,0,0.31
2022-08-06,37,10,0,0.27
2022-08-08,42,9,6,0.21
2022-08-10,31,10,0,0.32
2022-08-12,36,14,0,0.39
2022-08-14,38,16,0,0.42
2022-08-16,34,14,0,0.41
2022-08-18,57,9,2,0.16
2022-08-20,40,15,0,0.38
2022-08-22,36,11,0,0.31
2022-08-24,42,17,5,0.4
2022-08-26,46,19,0,0.41
2022-08-28,46,8,0,0.17
2022-08-30,45,22,0,0.49
2022-09-02,55,25,2,0.45
2022-09-04,38,6,0,0.16
2022-09-06,38,6,0,0.16
2022-09-08,38,7,2,0.18
2022-09-10,49,24,0,0.49
2022-09-12,29,12,2,0.41
2022-09-14,34,13,0,0.38
2022-09-16,35,11,0,0.31
2022-09-18,45,13,0,0.29
2022-09-20,41,10,0,0.24
2022-09-22,36,14,2,0.39
2022-09-24,35,10,0,0.29
2022-09-26,37,17,1,0.46
2022-09-28,33,15,0,0.45
2022-09-30,41,13,4,0.32
2022-10-02,45,8,0,0.18
2022-10-04,41,12,0,0.29
2022-10-06,50,18,0,0.36
2022-10-08,36,14,0,0.39
2022-10-10,32,10,1,0.31
