date,total,filter,remove,ratio
2021-12-26,23,15,0,0.65
2021-12-28,16,9,0,0.56
2021-12-30,21,17,0,0.81
2022-01-02,18,15,0,0.83
2022-01-08,23,15,0,0.65
2022-01-10,19,17,0,0.89
2022-01-12,21,15,0,0.71
2022-01-14,17,14,2,0.82
2022-01-16,19,13,0,0.68
2022-01-18,29,18,0,0.62
2022-01-20,22,14,0,0.64
2022-01-22,21,18,0,0.86
2022-01-24,24,20,0,0.83
2022-01-26,24,21,0,0.88
2022-01-28,19,13,0,0.68
2022-01-30,19,18,0,0.95
2022-02-02,23,14,1,0.61
2022-02-04,27,25,0,0.93
2022-02-06,26,16,0,0.62
2022-02-08,21,15,0,0.71
2022-02-10,35,23,0,0.66
2022-02-12,24,19,5,0.79
2022-02-14,18,13,0,0.72
2022-02-16,27,22,0,0.81
2022-02-18,25,10,0,0.4
2022-02-20,29,20,0,0.69
2022-02-22,20,11,0,0.55
2022-02-26,17,12,0,0.71
2022-02-28,31,21,0,0.68
2022-03-02,23,22,0,0.96
2022-03-04,17,15,0,0.88
2022-03-06,18,15,0,0.83
2022-03-08,22,15,0,0.68
2022-03-10,29,24,2,0.83
2022-03-12,27,19,0,0.7
2022-03-14,35,23,0,0.66
2022-03-16,20,10,0,0.5
2022-03-18,24,11,0,0.46
2022-03-20,25,18,0,0.72
2022-03-22,15,11,3,0.73
2022-03-24,18,14,0,0.78
2022-03-26,22,20,0,0.91
2022-03-28,23,21,0,0.91
2022-03-30,20,11,0,0.55
2022-04-02,23,13,0,0.57
2022-04-04,48,26,0,0.54
2022-04-06,33,23,0,0.7
2022-04-08,45,28,0,0.62
2022-04-10,37,25,0,0.68
2022-04-12,40,39,0,0.98
2022-04-14,32,28,0,0.88
2022-04-16,29,22,0,0.76
2022-04-18,49,35,1,0.71
2022-04-20,27,25,4,0.93
2022-04-22,54,45,0,0.83
2022-04-24,37,35,0,0.95
2022-04-26,62,37,0,0.6
2022-04-28,39,31,0,0.79
2022-04-30,36,25,0,0.69
2022-05-02,34,27,0,0.79
2022-05-04,49,46,0,0.94
2022-05-06,38,34,0,0.89
2022-05-08,40,22,0,0.55
2022-05-10,31,27,0,0.87
2022-05-12,46,26,0,0.57
2022-05-14,33,21,0,0.64
2022-05-16,28,24,2,0.86
2022-05-18,58,48,0,0.83
2022-05-20,32,26,1,0.81
2022-05-22,39,27,1,0.69
2022-05-24,31,25,0,0.81
2022-05-26,37,21,0,0.57
2022-06-02,39,33,0,0.85
2022-06-04,35,32,0,0.91
2022-06-06,38,37,1,0.97
2022-06-08,36,24,0,0.67
2022-06-10,47,36,0,0.77
2022-06-12,46,37,0,0.8
2022-06-14,47,44,0,0.94
2022-06-16,40,38,2,0.95
2022-06-18,34,21,0,0.62
2022-06-20,28,18,0,0.64
2022-06-22,50,43,0,0.86
2022-06-24,43,26,0,0.6
2022-06-26,41,29,0,0.71
2022-06-28,48,38,0,0.79
2022-06-30,34,33,0,0.97
2022-07-02,36,26,0,0.72
2022-07-04,34,20,0,0.59
2022-07-06,36,23,5,0.64
2022-07-08,38,34,2,0.89
2022-07-10,36,28,0,0.78
2022-07-12,33,24,0,0.73
2022-07-14,30,24,0,0.8
2022-07-16,36,26,0,0.72
2022-07-18,36,32,0,0.89
2022-07-20,42,28,0,0.67
2022-07-22,52,52,0,1.0
2022-07-24,59,40,0,0.68
2022-07-26,41,28,0,0.68
2022-07-28,31,27,0,0.87
2022-07-30,45,41,0,0.91
2022-08-02,43,16,0,0.37
2022-08-04,48,33,0,0.69
2022-08-06,37,34,0,0.92
2022-08-08,48,36,0,0.75
2022-08-10,29,28,2,0.97
2022-08-12,36,31,0,0.86
2022-08-14,38,34,0,0.89
2022-08-16,34,12,0,0.35
2022-08-18,59,48,0,0.81
2022-08-20,40,36,0,0.9
2022-08-22,36,23,0,0.64
2022-08-24,47,30,0,0.64
2022-08-26,46,40,0,0.87
2022-08-28,46,31,0,0.67
2022-08-30,45,40,0,0.89
2022-09-02,57,34,0,0.6
2022-09-04,38,23,0,0.61
2022-09-06,38,29,0,0.76
2022-09-08,40,23,0,0.57
2022-09-10,49,45,0,0.92
2022-09-12,31,31,0,1.0
2022-09-14,34,20,0,0.59
2022-09-16,35,27,0,0.77
2022-09-18,45,33,0,0.73
2022-09-20,39,29,2,0.74
2022-09-22,38,29,0,0.76
2022-09-24,35,22,0,0.63
2022-09-26,38,23,0,0.61
2022-09-28,33,24,0,0.73
2022-09-30,45,26,0,0.58
2022-10-02,45,31,0,0.69
2022-10-04,41,38,0,0.93
2022-10-06,49,44,1,0.9
2022-10-08,36,32,0,0.89
2022-10-10,33,23,0,0.7
